@relation amp_5_occupancy-detection

@attribute time-index numeric
@attribute Temperature numeric
@attribute Humidity numeric
@attribute Light numeric
@attribute CO2 numeric
@attribute HumidityRatio numeric
@attribute Occupancy numeric

@data
8510,21.666667,32.933333,454,1190.666667,0.005283,1
8511,21.7,32.925,454,1187.5,0.005293,1
8512,21.7,32.95,454,1177.25,0.005297,1
8513,21.675,32.8175,464,1164.25,0.005267,1
8514,21.7,32.95,459,1157,0.005297,1
8515,21.7,33,455.666667,1160.333333,0.005305,1
8516,21.675,32.845,464,1164.5,0.005272,1
8517,21.7,32.925,460.25,1170,0.005293,1
8518,21.7,32.79,464,1159.5,0.005271,1
8519,21.7,32.966667,464,1153.666667,0.0053,1
8520,21.7,32.845,454,1150.25,0.00528,1
8521,21.7,32.966667,469,?,0.0053,1
8522,21.7,32.845,?,1149.75,0.00528,1
8523,21.7,32.845,454,1154.25,0.00528,1
8524,21.7,32.79,464,1155,0.005271,?
8525,21.7,32.863333,464,1156.666667,0.005283,1
8526,21.7,32.975,471.5,1152,0.005301,1
8527,21.7,32.975,479,1155,0.005301,1
8528,21.7,32.95,469,1147,0.005297,?
8529,21.7,33,474,1142,0.005305,1
8530,21.7,32.79,474,1144.2,?,?
8531,21.73,32.826667,464,1153.333333,0.005287,1
8532,21.73,?,464,1151.333333,0.005276,?
8533,21.7225,32.795,456.5,1140.75,0.005279,1
8534,21.7,32.895,37,1143,0.005288,1
8535,21.7,33.095,33.5,1164.5,?,0
8536,21.7,33.1175,19,1165.5,0.005324,0
8537,21.7,33.09,37,1165.5,0.00532,0
8538,21.7,33.09,37,?,0.00532,0
8539,21.7,33.09,37,1156,0.00532,0
8540,21.7,33.09,28,1153.5,0.00532,0
8541,?,33.09,33.5,1152,0.00532,0
8542,?,33.09,33.5,1142.25,0.00532,0
8543,21.7,33.09,38.333333,1142,0.00532,0
8544,21.7,33.09,38.333333,1138,0.00532,0
8545,21.7,33.09,33.5,1136.5,0.00532,0
8546,21.7,33.09,26.25,1136.5,0.00532,0
8547,21.7,33.09,31,1134.333333,0.00532,0
8548,21.7,33.09,?,1134.333333,0.00532,0
8549,21.7,33.09,?,1136.8,0.00532,0
8550,21.65,33.045,44,1126.5,?,0
8551,21.7,33.09,44,1119.5,0.00532,0
8552,21.633333,33.03,44,1115,0.005288,0
8553,21.7,33.09,40.5,1116.25,0.00532,0
8554,21.7,33,40.5,1106,0.005305,0
8555,21.65,33.0225,55,?,?,0
8556,21.7,33.06,37,1114.333333,0.005315,0
8557,21.675,33.0675,37,1112,0.005308,0
8558,21.65,33.045,37,1113.5,0.005296,0
8559,21.675,33.0675,101,1117.5,0.005308,0
8560,21.633333,33.163333,332.666667,1129.333333,0.00531,0
8561,?,33.19,431,1139.5,0.005328,0
8562,21.65,33.2,454,1139,0.005321,0
8563,21.7,33.145,454,1132.75,0.005328,1
8564,21.7,33.2225,454,1130,0.005341,1
8565,21.666667,33.23,459,1128.333333,0.005331,1
8566,21.675,33.2975,459,?,0.005345,1
8567,21.7,?,464,1130.75,0.005393,1
8568,21.65,33.6175,470.5,1146.25,0.005388,1
8569,21.7,?,462.75,1152.5,?,1
8570,21.7,33.69,464,1158,0.005417,1
8571,21.7,33.79,469,1153,0.005433,1
8572,21.7,33.79,457.75,1156.75,0.005433,1
8573,?,33.745,454,1154.5,0.005426,1
8574,21.7,33.826667,454,1153.666667,0.005439,?
8575,21.7,33.8175,457.75,1154.5,0.005438,?
8576,21.7,33.9,454,1167,0.005451,1
8577,21.73,33.86,449,1170,0.005455,1
8578,21.7225,33.8725,449.5,1168,0.005454,1
8579,21.7675,33.8975,448,1169.25,0.005473,1
8580,21.736,33.98,444,1170,0.005476,1
8581,21.79,33.95,444,?,0.005489,1
8582,21.7675,33.925,?,1173,0.005478,1
8583,21.7675,33.95,444,1176,0.005482,?
8584,21.79,33.95,?,1178,0.005489,1
8585,21.7675,33.95,444,1175,0.005482,1
8586,21.76,34,444,1174.666667,0.005487,1
8587,?,33.975,444,1174,0.005486,1
8588,21.79,33.933333,444,1174,0.005487,1
8589,21.79,33.9,444,1183.75,0.005481,1
8590,21.79,33.845,440.25,1185.5,0.005472,1
8591,21.79,33.933333,434,1187.666667,?,1
8592,21.79,34,429,1188,0.005498,1
8593,21.79,33.925,?,1191.75,0.005485,1
8594,21.79,34,441,1201,0.005498,1
8595,21.79,33.925,436.2,1200.6,0.005485,1
8596,21.79,34,435,1203,0.005498,1
8597,21.79,33.925,?,1205.5,0.005485,1
8598,21.79,33.966667,429,1203,0.005492,1
8599,21.79,33.95,429,1212.5,0.005489,1
8600,21.79,?,444,1222,0.005498,1
8601,21.79,34,444,1226,0.005498,1
8602,21.79,34,444,1234,?,1
8603,21.79,34,444,1223.25,0.005498,1
8604,21.79,34,?,1229,0.005498,1
8605,?,34.3175,?,1233.5,0.005566,1
8606,21.84,34.475,452.75,1257.25,0.005592,1
8607,21.89,34.4,449,?,0.005597,1
8608,21.89,34.2675,464,1252.75,0.005575,?
8609,21.89,34.29,469,1255.5,0.005579,1
8610,21.89,34.52,469,1265,0.005617,1
8611,21.89,34.59,472.333333,1269,0.005628,1
8612,21.89,34.5675,479,1277,0.005625,1
8613,?,34.396667,479,1285.5,0.005597,1
8614,21.89,34.53,?,1283,0.005619,1
8615,21.945,34.5675,469,1285.75,0.005644,1
8616,21.89,34.59,472.333333,1297,0.005628,1
8617,21.945,34.5,464,1294.25,0.005633,1
8618,21.945,34.545,474,1286,0.00564,1
8619,22,34.545,469,1296,0.005659,1
8620,22,34.59,479,1306.333333,0.005667,1
8621,22.025,34.595,464,1317.25,0.005676,1
8622,22,34.4975,449,1318.75,0.005651,1
8623,22,34.59,459,1316.5,0.005667,1
8624,22,34.59,454,1320,0.005667,1
8625,22.025,34.52,454,1317.25,0.005664,1
8626,22.025,34.5,454,1322.5,?,1
8627,22,34.496667,449,1320.333333,0.005651,1
8628,22.05,34.545,454,1322.5,0.005677,1
8629,22.066667,34.53,454,1319.333333,0.00568,1
8630,?,34.545,454,1321.75,0.005694,1
8631,22.1,34.4,454,1321,0.00567,1
8632,22.1,34.526667,459,1329,0.005691,1
8633,22.1,34.5225,459,1334.5,0.00569,1
8634,?,34.545,449,1340.25,0.005694,1
8635,22.1,34.5225,459,1345.25,0.00569,1
8636,22.1,34.45,459,1357,0.005678,1
8637,22.1,?,459,1348.25,0.005678,1
8638,22.1,34.5,?,1344,0.005687,1
8639,22.1,34.5,456.5,?,0.005687,1
8640,22.1,34.545,444,1353.5,0.005694,1
8641,22.1,34.45,454,1338,0.005678,1
8642,22.1,34.466667,457.333333,1336,0.005681,?
8643,22.1,34.3975,454,1337.5,0.00567,1
8644,22.1,34.433333,459,1342.333333,0.005676,1
8645,22.1,34.3225,449,1340.5,0.005657,1
8646,22.125,34.425,459,1339.5,0.005683,?
8647,22.1,34.4,459,?,0.00567,1
8648,22.125,34.475,456.5,1361,0.005691,1
8649,22.166667,34.4,454,1364.666667,0.005693,1
8650,22.166667,34.433333,?,1366.333333,0.005699,1
8651,22.18,34.48,444.25,1366.5,0.005711,1
8652,22.166667,34.466667,449.5,?,0.005704,?
8653,22.2,34.433333,?,1381.333333,0.005711,1
8654,22.175,34.45,449.5,1379.75,0.005705,1
8655,22.166667,34.5,453,1386.666667,0.00571,1
8656,22.175,34.425,444,1389.25,0.0057,1
8657,22.175,34.45,444,1388.25,0.005705,1
8658,22.2,?,439,1391,0.005716,1
8659,22.2,34.5,429,1393.5,0.005722,1
8660,22.2,34.5,436.5,1396.25,?,1
8661,22.2,34.5,444,1397,0.005722,1
8662,22.2,34.5,444,1408.5,0.005722,1
8663,22.2,34.47,441.75,1417.25,0.005717,1
8664,22.2,34.245,449.5,1425.5,0.005679,1
8665,22.2,34.156667,453,1431.666667,0.005664,1
8666,22.2,34.2725,449.5,1409.5,0.005684,?
8667,22.2,34.2175,449.5,?,0.005674,1
8668,22.2,?,444,1401.5,0.005687,1
8669,22.2,34.4,444,1410,0.005705,1
8670,22.2,34.4,444,1405.75,0.005705,1
8671,22.125,34.1725,444,1401.25,0.005641,1
8672,22.175,34.0225,452,1393,0.005633,1
8673,22.125,34.1175,442.75,1386.5,0.005632,1
8674,22.133333,34.26,444,1391.666667,0.005658,1
8675,22.133333,34.156667,444,1399,0.005641,1
8676,22.15,34.2,448,1405.25,0.005654,1
8677,22.125,34.1675,441.5,1407.25,0.00564,1
8678,22.166667,33.996667,453,1415.666667,0.005626,1
8679,22.2,34.125,449.5,1419,0.005659,1
8680,22.15,34.2,439,1426,0.005654,1
8681,22.175,34.145,454,1446.25,0.005654,1
8682,22.2,34.096667,454,1433.666667,0.005654,1
8683,22.15,34.095,454,1433.75,0.005637,1
8684,22.15,34.045,454,1434.5,0.005628,1
8685,22.15,34.35,465.25,1476,0.005679,1
8686,22.166667,34.096667,?,1479.333333,0.005643,1
8687,22.2,34.1175,465.25,1487.25,0.005658,1
8688,22.175,33.9475,471.5,1481.75,0.005621,?
8689,22.2,34.033333,470.666667,1474,0.005644,1
8690,22.175,34.095,467.75,1468.5,0.005645,1
8691,22.2,34.045,466.5,1456,0.005646,1
8692,22.2,33.9725,470.25,1440.25,0.005633,1
8693,22.175,33.975,484,1430.5,0.005625,1
8694,22.2,34.145,476.5,1426.25,0.005662,1
8695,22.2,34.033333,472.333333,1400.333333,?,1
8696,22.2,?,471.5,1379.75,0.00563,1
8697,22.2,34.06,471,1369.333333,0.005648,1
8698,22.2,34.0225,464,1352.75,0.005642,1
8699,22.2,34.2,474,1347.333333,0.005672,1
8700,22.2,34.2725,474,1368.75,0.005684,1
8701,22.2,34.163333,480.666667,1376.666667,0.005665,1
8702,22.2,34.25,471.5,1381,0.00568,1
8703,22.2,34.3725,464,1393.25,0.0057,1
8704,22.2,34.345,479,1402,0.005696,1
8705,?,34.3225,474,1418.75,0.005692,1
8706,22.2,34.26,465.666667,1421.333333,0.005682,1
8707,22.2,34.23,477,?,0.005677,?
8708,22.2,34.245,471.5,1397,0.005679,1
8709,22.2,34.2,464,1397.5,0.005672,1
8710,22.2225,34.2725,?,1395.75,0.005692,1
8711,22.2,34.163333,?,?,0.005665,1
8712,22.23,34.4,?,1397.333333,0.005716,1
8713,22.2,34.245,449,1414.5,0.005679,1
8714,22.245,34.4,449,1405.25,0.005721,1
8715,22.26,34.363333,455.666667,1400.333333,0.00572,1
8716,22.2225,34.29,449,1398.75,0.005694,1
8717,22.2675,34.345,449,1400,0.005719,1
8718,22.245,34.145,459,1404,0.005678,1
8719,22.2225,34.5225,454,1430.75,0.005733,1
8720,22.2,34.433333,454,1438.666667,0.005711,1
8721,22.2225,34.275,454,1440,0.005692,1
8722,22.2,34.4,449,1441.333333,0.005705,1
8723,22.2675,34.375,442.75,1454,0.005725,1
8724,22.245,34.545,439,1461.5,0.005745,1
8725,22.245,34.595,439,1487.25,0.005754,1
8726,22.29,34.59,439,1480.666667,0.005769,1
8727,22.2225,34.4975,439,1488.5,0.005729,1
8728,22.29,34.5,439,1494.5,0.005753,1
8729,22.245,34.1225,439,1489.75,0.005674,1
8730,22.23,34.333333,439,1487.333333,0.005704,1
8731,22.245,34.3975,439,1501.5,?,1
8732,22.23,34.463333,439,1511,0.005726,1
8733,22.2225,34.425,439,1519,0.005717,1
8734,22.2,34.4,?,1509.75,0.005705,1
8735,22.23,34.4,449.5,1501,0.005716,1
8736,22.23,34.326667,449.5,?,0.005703,1
8737,22.2,34.37,449.5,1507.5,0.0057,1
8738,22.2225,34.595,445.5,1516.75,0.005746,1
8739,22.2,34.45,441.5,1528,0.005713,1
8740,22.2,34.5,444,1531,0.005722,1
8741,22.2,34.5225,444,1530,0.005725,1
8742,22.2,34.463333,444,1526,0.005716,1
8743,22.2,34.4475,444,1506,0.005713,1
8744,22.2,34.363333,439,1469.333333,0.005699,1
8745,?,34.295,429,1453.5,0.005687,1
8746,22.175,34.245,429,1456,0.00567,1
8747,22.2,34.363333,429,1457.333333,0.005699,1
8748,22.15,34.345,429,1454.5,0.005678,1
8749,22.2,34.2225,429,1440,?,1
8750,22.166667,34.333333,429,1449.666667,0.005682,1
8751,22.15,34.25,429,1450.5,0.005662,1
8752,22.15,34.29,429,1453.5,0.005669,?
8753,22.125,34.2975,429,1453,0.005662,1
8754,22.125,34.37,429,1458.75,0.005674,?
8755,22.1,34.395,429,1456.75,0.005669,1
8756,22.166667,34.296667,429,1458,0.005676,1
8757,22.15,34.425,429,1466,0.005692,1
8758,22.166667,34.466667,429,1471.666667,?,1
8759,22.175,34.45,429,1478.25,0.005705,1
8760,22.15,34.395,429,1484.5,0.005687,1
8761,22.15,34.595,429,1487,0.00572,1
8762,22.15,34.645,429,1507.5,0.005728,1
8763,22.15,34.495,429,1500.5,0.005703,1
8764,22.125,34.5675,429,1497.5,0.005707,1
8765,22.133333,34.396667,429,1501,0.005681,1
8766,22.1,34.4475,429,1498,0.005678,1
8767,22.1,34.545,429,1495,0.005694,1
8768,22.125,34.35,429,1481,0.00567,?
8769,22.133333,34.333333,434,1481,0.005671,1
8770,22.1,34.3,429,1488.25,0.005653,1
8771,22.133333,34.466667,429,1495.333333,0.005693,?
8772,22.1,34.425,429,1503.75,0.005674,1
8773,22.1,34.326667,435,1499.666667,0.005658,1
8774,22.15,34.245,438,1485.5,0.005662,1
8775,22.15,34.3725,438,1477,0.005683,1
8776,22.166667,34.4,441,1483,0.005693,1
8777,22.15,34.35,438,1480.666667,0.005679,1
8778,22.15,34.245,438,1475,0.005662,1
8779,22.125,34.245,447,1482.25,?,1
8780,22.125,34.37,447,1484.25,?,1
8781,22.1,34.36,447,1488.666667,0.005663,1
8782,22.1,34.363333,447,1495,0.005664,1
8783,22.1,34.425,443.5,1501.75,0.005674,1
8784,22.125,34.45,439,1504.5,0.005687,1
8785,22.125,34.4,443.5,1507.25,0.005679,1
8786,22.1,34.4725,440,1508,0.005682,1
8787,22.1,34.4975,443.5,1512.75,0.005686,1
8788,22.1,34.4,447,1512.5,0.00567,1
8789,22.125,34.4,447,1520,0.005679,1
8790,22.1,34.425,443.5,1515,0.005674,1
8791,?,34.433333,447,1519.666667,0.005687,?
8792,22.125,?,442.5,1518.75,0.005662,1
8793,22.125,34.3725,?,1528.5,0.005674,1
8794,22.125,34.4,439,1537.5,0.005679,1
8795,22.2,34.345,438,1522,0.005696,1
8796,22.15,34.345,438,1517.5,0.005678,1
8797,22.15,34.3225,438,?,0.005675,1
8798,22.15,34.3175,442.5,1526.5,0.005674,1
8799,22.15,34.3725,435.5,1534.5,0.005683,1
8800,22.15,34.645,434.5,1588.75,0.005728,1
8801,22.1,34.6,435.5,1594,0.005703,1
8802,22.1,34.733333,428.333333,1585.333333,0.005725,1
8803,22.133333,34.663333,433,1649,0.005726,1
8804,22.1,34.53,?,1653,0.005692,1
8805,22.15,34.5675,433,1690.5,0.005715,1
8806,?,34.663333,433,1739.666667,0.005737,1
8807,22.15,34.545,433,1757.75,?,1
8808,22.166667,34.496667,433,1779,0.005709,1
8809,22.2,34.45,433,?,0.005713,1
8810,22.175,34.3725,433,1774.5,0.005692,1
8811,22.2,34.363333,433,1776,0.005699,1
8812,22.175,34.475,433,1842.75,0.005709,1
8813,22.175,34.425,433,1809.25,0.0057,1
8814,22.2,34.4,433,1750,0.005705,1
8815,22.166667,34.433333,433,1740,0.005699,1
8816,22.175,34.35,433,1705.25,0.005688,1
8817,22.2,34.29,433,1682,0.005687,1
8818,22.2,34.345,433,1669.5,0.005696,1
8819,22.2,34.23,433,1683.333333,0.005677,1
8820,22.2,34.2,433,1699.75,0.005672,1
8821,22.2,?,433,1696,0.005674,1
8822,22.2,34.1725,433,?,0.005667,1
8823,?,34.45,?,1684,?,1
8824,22.2,34.26,433,1699.666667,?,1
8825,22.2,34.245,433,1698,0.005679,1
8826,22.2,34.2675,429.5,1695,0.005683,1
8827,22.2,34.193333,423.666667,1675.333333,0.00567,1
8828,22.2,34.096667,419,1658.666667,0.005654,1
8829,22.2,34.2675,426,1645.5,0.005683,1
8830,22.2,34.345,429.5,1652,0.005696,1
8831,22.2,34.29,426,1641,0.005687,1
8832,22.2,34.3175,419,1637.5,0.005691,1
8833,22.2,34.333333,419,1628.333333,0.005694,1
8834,22.2,34.345,419,1619.5,0.005696,1
8835,22.2,34.345,419,?,0.005696,1
8836,22.2,34.245,419,1602,0.005679,1
8837,22.2,34.245,419,?,0.005679,1
8838,22.2,34.2175,415.5,1606.75,0.005674,1
8839,22.166667,34.26,279.333333,1595.666667,0.00567,0
8840,22.1,34.326667,0,1591.333333,0.005658,0
8841,22.1,34.345,0,1594.5,0.005661,0
8842,22.1,34.29,0,1585.666667,0.005652,0
8843,22.1,?,0,1576,0.005652,0
8844,?,34.345,0,1572,0.005661,0
8845,?,34.29,0,1568.5,0.005652,0
8846,22.1,34.4,0,1569,0.00567,0
8847,22.1,34.326667,0,1564.666667,0.005658,0
8848,22.05,34.245,0,1550.5,0.005627,0
8849,22.1,34.29,0,1549,0.005652,0
8850,22.033333,?,0,1551.333333,0.005624,0
8851,22.025,34.2225,0,1538.25,0.005615,0
8852,?,34.29,0,1536,0.005617,0
8853,22,34.245,0,1541,0.00561,0
8854,22,34.29,0,1544,0.005617,0
8855,22,34.29,0,?,0.005617,0
8856,21.89,34.29,0,1536,0.005579,0
8857,21.89,34.29,0,1538,0.005579,0
8858,21.89,34.29,0,1531,0.005579,0
8859,21.89,34.29,0,1530.333333,0.005579,0
8860,21.89,34.29,0,1529,0.005579,0
8861,21.89,34.29,0,1523,0.005579,0
8862,21.89,34.29,0,1530.666667,0.005579,0
8863,21.89,34.29,0,1525,0.005579,0
8864,21.89,34.29,0,1519,0.005579,?
8865,21.89,34.245,0,1508,0.005572,0
8866,21.89,34.2,0,1491.5,0.005564,0
8867,21.84,34.145,0,1499,0.005538,0
8868,21.79,34.2,0,1499,0.00553,0
8869,21.79,34.09,?,1495.5,0.005512,0
8870,21.79,34.126667,0,1491,0.005518,0
8871,21.79,34.09,0,1492,0.005512,0
8872,21.76,34.126667,0,1487.333333,0.005508,0
8873,21.7,34.145,0,1489.5,0.005491,0
8874,21.7,34.2,?,1488,0.0055,0
8875,21.7,34.2,0,1475,0.0055,0
8876,21.7,34.2,0,1470.5,0.0055,0
8877,21.7,34.2,0,1477,0.0055,0
8878,21.7,34.29,0,1476,0.005514,0
8879,21.7,34.2,0,1477,0.0055,0
8880,21.7,34.245,0,1484.75,0.005507,0
8881,21.7,34.245,0,1471.5,0.005507,0
8882,21.7,34.29,0,1476,0.005514,0
8883,21.7,34.245,0,1477.5,0.005507,0
8884,21.65,34.145,0,1475.5,0.005474,0
8885,21.6,34.1175,0,1478,0.005452,0
8886,21.6,34.09,0,1487,0.005448,?
8887,21.6,34.09,0,1483.5,0.005448,0
8888,21.6,34.09,0,1488,?,?
8889,21.6,34.09,0,1490,0.005448,0
8890,21.6,34.09,0,1483,0.005448,0
8891,21.6,34.09,0,1481,0.005448,0
8892,21.533333,34.126667,0,1479.333333,0.005432,0
8893,21.5,34.1725,0,1472.25,0.005428,0
8894,21.5,34.09,0,1473,0.005414,0
8895,21.5,34.1725,0,1475.75,0.005428,0
8896,21.5,34.09,0,1468,?,0
8897,21.5,34.163333,0,1469.333333,0.005426,0
8898,21.5,34.145,0,1474,0.005423,0
8899,21.5,34.09,0,1475,0.005414,0
8900,21.445,34.09,0,1474,0.005396,0
8901,21.5,34.2,0,1477.5,0.005432,0
8902,21.445,34.145,0,1480.5,0.005405,0
8903,21.39,34.09,0,1465,0.005378,0
8904,21.39,34.2,?,1469.5,0.005395,0
8905,21.39,34.09,0,1468,0.005378,0
8906,21.39,?,0,1468,0.005395,0
8907,21.34,34.145,0,1466,?,0
8908,21.356667,34.2,0,1465.333333,0.005384,0
8909,21.29,34.2,0,1468,0.005362,0
8910,21.29,34.2,0,1471,0.005362,0
8911,21.29,34.245,0,1471.5,0.005369,0
8912,21.29,34.2,?,?,0.005362,0
8913,21.29,34.2,0,1472,0.005362,?
8914,?,34.29,0,1472.666667,0.005376,0
8915,21.2675,34.295,0,1470.75,?,0
8916,21.29,34.29,?,1469,0.005376,0
8917,21.29,34.345,0,1467.5,0.005385,0
8918,21.2,34.2,0,?,0.005332,0
8919,?,34.29,0,1467,0.005346,0
8920,21.2,34.29,0,1468,0.005346,0
8921,21.2,34.29,0,1468,0.005346,0
8922,21.2,34.245,0,1464.5,0.005339,0
8923,21.2,34.29,0,1460.333333,0.005346,0
8924,21.2,34.29,0,?,0.005346,0
8925,21.166667,34.29,0,1468.666667,0.005335,0
8926,21.2,34.29,?,1475,0.005346,0
8927,21.2,34.29,0,1474,0.005346,0
8928,21.2,34.29,0,1475,0.005346,0
8929,21.15,34.29,0,1472.5,0.00533,0
8930,21.1,34.29,0,1473.5,0.005313,0
8931,21.1,34.29,0,1483,0.005313,0
8932,21.133333,34.29,0,1486,0.005324,0
8933,21.1,34.29,0,1485.5,0.005313,0
8934,21.1,34.29,0,1488,0.005313,0
8935,21.1,34.29,0,1494.5,0.005313,0
8936,21.1,34.245,0,1487,0.005306,0
8937,21.1,34.29,0,1484,0.005313,0
8938,21.1,34.29,0,1488.5,0.005313,0
8939,21.133333,34.29,0,1490.5,0.005324,0
8940,21.1,34.29,0,1493.5,0.005313,0
8941,21.1,34.29,0,1495,0.005313,0
8942,21.1,34.29,0,1486.5,0.005313,0
8943,21.1,34.29,0,1486.5,0.005313,0
8944,21.1,34.29,0,1489,0.005313,0
8945,21.1,34.29,0,1493.5,0.005313,0
8946,21.1,34.29,?,1491,?,0
8947,21.1,34.245,0,?,0.005306,?
8948,21.1,34.245,0,1504,0.005306,?
8949,21.1,34.2,0,1500.5,0.005299,0
8950,21.1,34.245,0,1510.5,0.005306,0
8951,21,34.2,0,1511,0.005267,0
8952,?,34.2,?,1520,0.005299,0
8953,21.05,34.145,0,1516,0.005274,0
8954,21.1,34.2,0,1515.5,0.005299,0
8955,21.05,34.145,0,1515.5,0.005274,0
8956,21,34.145,0,1526,0.005258,0
8957,21.05,34.145,0,1530.5,?,0
8958,21.1,34.2,0,1520.5,0.005299,0
8959,21,34.09,0,1518.5,0.00525,0
8960,21,34.09,0,1520,0.00525,0
8961,21,34.09,0,1517,0.00525,0
8962,21,34.09,0,1518,0.00525,0
8963,21,34.09,0,1512.5,0.00525,0
8964,21,34.09,0,1514.5,0.00525,0
8965,?,34.09,0,1506,0.00525,0
8966,21,34.09,0,1493,0.00525,0
8967,21,?,0,1492,0.00525,?
8968,21,34.09,0,1472,0.00525,0
8969,21,34.09,0,?,0.00525,0
8970,21,34.09,0,1483,0.00525,?
8971,21,34.09,0,1486.5,0.00525,0
8972,21,34.09,0,1474,0.00525,0
8973,20.9175,34.09,0,1477,0.005223,0
8974,21,34,0,1481,0.005236,0
8975,20.926667,34.06,?,1492,0.005221,0
8976,21,34,0,1507.5,0.005236,0
8977,21,34,0,1501.333333,0.005236,0
8978,21,34,0,1506,0.005236,0
8979,21,?,0,1507,0.005236,0
8980,20.945,34,?,1514.5,?,0
8981,20.945,33.95,0,1519.5,0.00521,0
8982,20.9725,33.95,0,1523.5,0.005219,0
8983,21,33.9,0,1527.5,0.00522,0
8984,20.963333,33.9,0,1510,0.005208,0
8985,21,33.9,0,1511,0.00522,0
8986,20.945,33.9,0,1510.5,0.005202,0
8987,21,33.9,0,1503.333333,0.00522,0
8988,21,33.863333,0,1507.333333,0.005214,0
8989,20.945,33.79,0,1518.5,0.005185,0
8990,21,33.79,0,1532.5,0.005203,0
8991,21,?,0,1530.5,0.00522,0
8992,21,33.79,0,1538,0.005203,0
8993,21,33.79,0,1538,0.005203,0
8994,21,33.79,0,1528.333333,0.005203,0
8995,21,33.79,0,1533,0.005203,0
8996,21,33.79,0,1528,0.005203,0
8997,21,33.79,0,1522,0.005203,0
8998,20.945,33.79,0,1517,0.005185,?
8999,21,33.73,0,1511,0.005194,0
9000,21,33.7,0,1510.333333,0.005189,0
9001,21,33.7,0,1508.5,0.005189,0
9002,21,33.7,0,1510,0.005189,0
9003,21,33.7,0,1513.666667,0.005189,0
9004,21,33.7,0,1516,0.005189,?
9005,21,33.7,0,1512,0.005189,0
9006,21,33.645,0,1512,0.00518,0
9007,21,33.663333,0,?,0.005183,0
9008,21,33.7,0,1500,0.005189,0
9009,21,33.7,0,1501.333333,0.005189,0
9010,21,33.7,0,1496,0.005189,0
9011,21,33.59,0,1498,0.005172,0
9012,21,33.59,0,1503.5,0.005172,0
9013,21,33.59,0,1505,0.005172,0
9014,21,33.59,0,1507,0.005172,0
9015,20.945,33.59,0,1506,0.005154,0
9016,21,?,0,1510,0.005172,0
9017,21,33.59,0,1515,0.005172,0
9018,21,33.545,0,?,0.005165,0
9019,20.963333,33.5,0,1517.666667,0.005146,0
9020,21,33.5,0,1518.5,0.005158,0
9021,20.963333,33.5,0,1525,0.005146,0
9022,?,33.45,0,1528,0.00515,0
9023,20.945,33.4,0,1533,0.005125,0
9024,20.89,?,0,1542,0.005107,0
9025,21,33.4,0,1543.5,0.005142,0
9026,?,33.4,0,1557.5,0.005125,0
9027,20.89,33.245,0,1565.5,0.005084,0
9028,20.89,33.29,0,?,0.005091,0
9029,20.89,33.29,0,1542.5,?,0
9030,20.89,33.245,0,1537,0.005084,0
9031,20.89,33.29,0,1537.5,0.005091,0
9032,20.89,?,0,1546,0.005077,0
9033,20.89,33.2,0,1545,0.005077,0
9034,20.89,33.2,0,1567.333333,0.005077,0
9035,20.89,33.2,0,1684.333333,0.005077,0
9036,20.89,33.2,0,1744,0.005077,0
9037,?,33.2,0,1735.5,0.005077,0
9038,20.945,33.145,0,1741.5,0.005085,0
9039,?,33.145,0,1739.5,0.005068,0
9040,20.89,33.09,0,1741.5,0.00506,0
9041,?,33.09,0,1737,0.00506,0
9042,20.89,33.09,0,1757,0.00506,0
9043,20.89,33.09,0,1759.5,?,0
9044,20.89,33.045,?,1759,0.005053,0
9045,20.89,33,0,1769.5,0.005046,0
9046,20.89,33,0,1752,0.005046,0
9047,?,33,0,1709,0.005046,0
9048,20.89,32.9,0,1688,0.00503,0
9049,20.89,32.9,0,?,0.00503,0
9050,20.89,32.9,0,1649,0.00503,0
9051,20.89,32.9,0,1594.5,0.00503,0
9052,20.89,32.9,0,1588.5,0.00503,0
9053,20.89,32.9,0,?,0.00503,0
9054,20.89,32.8725,0,1551,0.005026,?
9055,20.89,32.79,0,1541,0.005013,0
9056,20.89,32.79,0,1539.5,0.005013,0
9057,20.89,32.79,0,1536,0.005013,0
9058,20.89,32.745,0,1529,0.005006,0
9059,20.89,32.7,0,1528,0.005,0
9060,20.89,32.7,?,1525.5,0.005,0
9061,20.89,32.7,0,1524.5,0.005,0
9062,20.89,32.7,0,1523,0.005,0
9063,20.89,32.59,0,1516,0.004983,0
9064,20.89,32.59,0,1518.333333,0.004983,0
9065,20.89,32.59,0,1521.5,0.004983,?
9066,20.89,32.59,0,1522,0.004983,?
9067,20.89,32.59,0,1511,?,0
9068,20.79,32.4,0,1507,0.004923,0
9069,20.84,32.45,?,1506,0.004946,0
9070,20.823333,32.363333,0,1513,0.004927,0
9071,20.79,32.2,0,1512,0.004892,0
9072,20.79,32.245,0,1512.5,0.004899,0
9073,20.84,32.345,0,1514,0.00493,0
9074,20.79,32.29,0,1511,0.004906,?
9075,20.84,32.29,0,1507.5,0.004921,0
9076,20.89,32.29,0,1524,?,0
9077,20.79,32.2,0,?,0.004892,0
9078,20.84,32.245,0,1533.5,0.004914,0
9079,20.89,32.2,0,1554,0.004923,0
9080,20.79,32.09,0,1599,0.004875,0
9081,20.79,32.09,0,1628.5,0.004875,0
9082,20.823333,?,0,1619.333333,0.004891,0
9083,20.89,32.145,0,1586.5,0.004914,0
9084,20.89,32.09,0,1586,0.004906,0
